Country,Region,City,NIL,CODICE,PREVALENTE,DISCIPLINA,DENOMINAZI,INDIRIZZO,CATEGORIA,TIPOLOGIA,SEDIME
Italia,Lombardia,Milano,14 - Niguarda - CÃ  Granda - Prato,3688,Servizio principale,Disciplinato PdS,Mic Museo Interattivo del Cinema,VIALE FULVIO TESTI 121,Cultura,Musei e sedi espositive assimilabili,Areale
Italia,Lombardia,Milano,14 - Niguarda - CÃ  Granda - Prato,3688,Servizio sussidiario,Servizio privato,Mic Museo Interattivo del Cinema - Library,VIALE FULVIO TESTI 121,Cultura,Biblioteche specialistiche e di,Areale
Italia,Lombardia,Milano,14 - Niguarda - CÃ  Granda - Prato,3688,Servizio sussidiario,Disciplinato PdS,Fondazione Milano - Civica Scuola di Cinema,VIALE FULVIO TESTI 121,Istruzione,Formazione professionale,Areale
Italia,Lombardia,Milano,14 - Niguarda - CÃ  Granda - Prato,3688,Servizio sussidiario,Disciplinato PdS,Centro Sperimentale di Cinematografia,VIALE FULVIO TESTI 121,Istruzione,Formazione professionale,Areale
Italia,Lombardia,Milano,14 - Niguarda - CÃ  Granda - Prato,3722,Servizio unico,Servizio privato,S. Carlo Alla Ca' Granda,Largo Rapallo 5,Sport,Strutture sportive oratoriali,Areale
Italia,Lombardia,Milano,14 - Niguarda - CÃ  Granda - Prato,4099,Servizio unico,Disciplinato PdS,Consolato Generale Onorario di Sierra Leone,VIALE TESTI FULVIO 121,Amministrativo,Consolato,Puntuale
Italia,Lombardia,Milano,14 - Niguarda - CÃ  Granda - Prato,4135,Servizio unico,Disciplinato PdS,Progetti di accoglienza,VIA VAL DI LEDRO 23,Servizi Sociali,ResidenzialitÃ ,Puntuale
Italia,Lombardia,Milano,14 - Niguarda - CÃ  Granda - Prato,4138,Servizio unico,Disciplinato PdS,Progetti di accoglienza,VIA PRIVATA HERMADA 14,Servizi Sociali,ResidenzialitÃ ,Puntuale
Italia,Lombardia,Milano,14 - Niguarda - CÃ  Granda - Prato,4299,Servizio unico,Disciplinato PdS,ProgettoCasa Alloggio Erika,VIA LANFRANCO DELLA PILA 57,Servizi Sociali,Residenzialita,Puntuale
Italia,Lombardia,Milano,14 - Niguarda - CÃ  Granda - Prato,20187,Servizio unico,Servizio privato,Milano Succ. 97 - Upg,VIALE CA' GRANDA 2,Amministrativo,Uffici degli Enti Pubblici e delle societÃ  di,Puntuale
Italia,Lombardia,Milano,14 - Niguarda - CÃ  Granda - Prato,20191,Servizio unico,Disciplinato PdS,Pubblica Assistenza Niguarda,VIA GRAZIANO IMPERATORE 40,Salute,Pronto soccorso e pronto intervento,Puntuale
Italia,Lombardia,Milano,14 - Niguarda - CÃ  Granda - Prato,20198,Servizio unico,Disciplinato PdS,Scuola Paritaria - Paolo Santagostino,PIAZZA BELLOVESO 6,Istruzione,Scuole dell' infanzia,Areale
Italia,Lombardia,Milano,14 - Niguarda - CÃ  Granda - Prato,20200,Servizio unico,Servizio privato,Milano Succ. 69 - Upg,VIA MARCO TULLIO CICERONE 4,Amministrativo,Uffici degli Enti Pubblici e delle societÃ  di,Puntuale
Italia,Lombardia,Milano,14 - Niguarda - CÃ  Granda - Prato,20201,Servizio unico,Disciplinato PdS,Inps - Agenzia di Produzione Milano Niguarda,VIA MARCO TULLIO CICERONE 14,Amministrativo,Uffici degli Enti Pubblici e delle societÃ  di,Puntuale
Italia,Lombardia,Milano,14 - Niguarda - CÃ  Granda - Prato,20203,Servizio unico,Servizio privato,Milano Succ. 78 - Upg,VIA PONALE 6,Amministrativo,Uffici degli Enti Pubblici e delle societÃ  di,Puntuale
Italia,Lombardia,Milano,14 - Niguarda - CÃ  Granda - Prato,30241,Servizio unico,Servizio privato,Baby Gioco,VIA ARGANINI GEROLAMO 30,Istruzione,Servizi educativi per l'infanzia,Puntuale
Italia,Lombardia,Milano,14 - Niguarda - CÃ  Granda - Prato,30283,Servizio unico,Disciplinato PdS,Seconda Stella A Destra,VIA MONTE ROTONDO 9,Istruzione,Servizi educativi per l'infanzia,Puntuale
Italia,Lombardia,Milano,14 - Niguarda - CÃ  Granda - Prato,30316,Servizio principale,Servizio privato,Auditorium Ca' Granda,VIALE SUZZANI GIOVANNI 13,Cultura,Teatri e Auditorium,Areale
Italia,Lombardia,Milano,14 - Niguarda - CÃ  Granda - Prato,30316,Servizio sussidiario,Disciplinato PdS,La Nuvola Blu,VIALE SUZZANI GIOVANNI 13,Istruzione,Servizi educativi per l'infanzia,Areale
Italia,Lombardia,Milano,14 - Niguarda - CÃ  Granda - Prato,30422,Servizio unico,Servizio privato,Malnati Federico,VIA GIOVANNI TERRUGGIA 1,Salute,Studi e attivitÃ  professionali,Puntuale
Italia,Lombardia,Milano,14 - Niguarda - CÃ  Granda - Prato,30425,Servizio unico,Servizio privato,Calderara Giuseppe,VIA VALFURVA 3,Salute,Studi e attivitÃ  professionali,Puntuale
Italia,Lombardia,Milano,14 - Niguarda - CÃ  Granda - Prato,30747,Servizio unico,Servizio privato,Cgil Sindacato Pensionati Italiani,VIA VAL MAIRA 6,Cultura,Spazi socio culturali e creativi,Puntuale
Italia,Lombardia,Milano,14 - Niguarda - CÃ  Granda - Prato,30749,Servizio unico,Disciplinato PdS,Inps - Uo Niguarda,VIA ADRIATICO 6,Amministrativo,Uffici degli Enti Pubblici e delle societÃ  di,Puntuale
Italia,Lombardia,Milano,14 - Niguarda - CÃ  Granda - Prato,30750,Servizio unico,Disciplinato PdS,La Compagnia dei Birichini,VIA LUIGI ORNATO 51,Istruzione,Servizi educativi per l'infanzia,Puntuale
Italia,Lombardia,Milano,14 - Niguarda - CÃ  Granda - Prato,30751,Servizio unico,Servizio privato,Mondo Piccino,VIA GIOVANNI TERRUGGIA 6,Istruzione,Servizi educativi per l'infanzia,Puntuale
Italia,Lombardia,Milano,14 - Niguarda - CÃ  Granda - Prato,30752,Servizio unico,Servizio privato,Niguarda Soccorso,PIAZZA SAN GIUSEPPE 8,Salute,Pronto soccorso e pronto intervento,Puntuale
Italia,Lombardia,Milano,14 - Niguarda - CÃ  Granda - Prato,39160,Servizio unico,Servizio privato,Bicocca,VIALE SUZZANI GIOVANNI 273,Salute,Studi e attivitÃ  professionali,Puntuale
Italia,Lombardia,Milano,14 - Niguarda - CÃ  Granda - Prato,39162,Servizio unico,Servizio privato,Ca' Granda,VIA MICHELE DE ANGELIS 15,Salute,Studi e attivitÃ  professionali,Puntuale
Italia,Lombardia,Milano,14 - Niguarda - CÃ  Granda - Prato,39176,Servizio unico,Servizio privato,Comunale N.8,VIA VAL MAIRA 14,Salute,Studi e attivitÃ  professionali,Puntuale
Italia,Lombardia,Milano,14 - Niguarda - CÃ  Granda - Prato,39177,Servizio unico,Servizio privato,Comunale N.10,VIA PALANZONE 33,Salute,Studi e attivitÃ  professionali,Puntuale
Italia,Lombardia,Milano,14 - Niguarda - CÃ  Granda - Prato,39179,Servizio unico,Servizio privato,Comunale N.16,VIALE SUZZANI GIOVANNI 155,Salute,Studi e attivitÃ  professionali,Puntuale
Italia,Lombardia,Milano,14 - Niguarda - CÃ  Granda - Prato,39185,Servizio unico,Servizio privato,Niguarda,VIA MONTE ROTONDO 1,Salute,Studi e attivitÃ  professionali,Puntuale
Italia,Lombardia,Milano,14 - Niguarda - CÃ  Granda - Prato,39187,Servizio unico,Servizio privato,Ornato,VIA LUIGI ORNATO 13,Salute,Studi e attivitÃ  professionali,Puntuale
Italia,Lombardia,Milano,14 - Niguarda - CÃ  Granda - Prato,39194,Servizio unico,Servizio privato,Suzzani,VIALE SUZZANI GIOVANNI 18,Salute,Studi e attivitÃ  professionali,Puntuale
Italia,Lombardia,Milano,14 - Niguarda - CÃ  Granda - Prato,Disciplinato PdS,RUSCONI GIOVANNI & C. snc,,,Via Claudio Achillini 2,Infrastrutture tecnologiche e per,Infrastrutture tecnologiche e per l'ambiente soggette,Puntuale
Italia,Lombardia,Milano,14 - Niguarda - CÃ  Grande - Prato,LDC - 77,Disciplinato PAR,S. Martino In Niguarda,,Piazza Belloveso 5,Attrezzature religiose,Areale,Esistente
Italia,Lombardia,Milano,14 - Niguarda - CÃ  Grande - Prato,LDC - 102,Disciplinato PAR,S. Dionigi In Santi Clemente E Guido,,Largo S. Dionigi in Pratocentenaro 1,Attrezzature religiose,Areale,Esistente
Italia,Lombardia,Milano,14 - Niguarda - CÃ  Grande - Prato,LDC - 123,Disciplinato PAR,Gesu' Divin Lavoratore,,Piazza San Giuseppe 2,Attrezzature religiose,Areale,Esistente
Italia,Lombardia,Milano,14 - Niguarda - CÃ  Grande - Prato,LDC - 215,Disciplinato PAR,S. Maria Annunciata In Niguarda,,Piazza dell'Ospedale Maggiore 3,Attrezzature religiose,Areale,Esistente
Italia,Lombardia,Milano,14 - Niguarda - CÃ  Grande - Prato,LDC - 296,Disciplinato PAR,Chiesa di Dio ministeriale di GesÃ¹ Cristo Internazionale,,Via Guido Da Velate 3,Attrezzature religiose,Puntuale,Esistente
Italia,Lombardia,Milano,14 - Niguarda - CÃ  Grande - Prato,LDC - 307,Disciplinato PAR,Chiesa di Scientology di Milano,,Viale Fulvio Testi 327,Attrezzature religiose,Puntuale,Esistente
